district,month,hour,day_of_week,risk_score,risk_level
7,6,19,4,0.4419,Medium
1,2,10,1,0.607,Medium
10,6,22,4,0.8834,High
13,6,11,4,0.5181,Medium
4,11,12,4,0.4767,Medium
7,7,17,2,0.5507,Medium
6,10,13,5,0.7585,High
6,5,17,1,0.8123,High
21,12,20,4,0.5659,Medium
11,3,4,1,0.2592,Low
23,12,6,5,0.375,Low
9,2,19,4,0.7789,High
22,4,19,1,0.4581,Medium
7,12,1,6,0.6541,High
9,1,17,1,0.6162,Medium
23,11,13,4,0.3923,Low
6,12,14,4,0.6558,High
19,2,3,1,0.4601,Medium
14,8,17,0,0.4606,Medium
1,5,1,6,0.9677,High
16,5,3,1,0.6002,Medium
9,3,14,2,0.6114,Medium
23,11,11,3,0.3323,Low
15,1,18,1,0.6638,High
19,6,9,1,0.5482,Medium
10,12,3,0,0.8772,High
16,1,9,4,0.1928,Low
25,4,22,0,0.4938,Medium
3,4,2,0,0.6265,Medium
19,11,16,5,0.3934,Low
13,3,11,6,0.5316,Medium
14,4,11,6,0.4646,Medium
7,6,3,6,0.6664,High
2,6,6,6,0.6961,High
14,11,1,0,0.5016,Medium
23,6,9,0,0.4314,Medium
23,6,1,0,0.6222,Medium
17,4,5,1,0.2495,Low
13,11,4,3,0.4553,Medium
2,7,19,5,0.8175,High
5,7,5,6,0.5693,Medium
4,2,10,0,0.3565,Low
3,12,3,6,0.6484,Medium
14,6,20,0,0.4345,Medium
11,5,8,0,0.358,Low
8,10,0,4,0.6757,High
23,1,9,4,0.202,Low
9,3,18,1,0.8084,High
16,9,16,2,0.3693,Low
3,11,4,1,0.53,Medium
10,9,10,0,0.6584,High
1,10,20,5,0.9271,High
9,9,18,4,0.7093,High
16,11,20,6,0.5807,Medium
9,10,0,4,0.9623,High
12,5,15,2,0.3586,Low
1,6,1,2,0.9218,High
16,9,1,2,0.5428,Medium
8,4,10,5,0.5362,Medium
14,11,16,6,0.4036,Medium
14,4,21,6,0.4329,Medium
10,12,15,0,0.6346,Medium
1,9,12,5,0.6929,High
6,12,6,5,0.6573,High
9,7,17,4,0.818,High
19,6,16,3,0.4648,Medium
22,10,20,5,0.5202,Medium
16,6,14,3,0.3491,Low
19,5,10,2,0.3462,Low
11,12,22,0,0.4499,Medium
21,11,20,4,0.5654,Medium
11,4,20,4,0.3919,Low
14,3,8,6,0.3213,Low
7,7,13,4,0.3477,Low
12,5,10,2,0.3691,Low
20,2,5,3,0.0959,Low
20,3,5,6,0.3559,Low
23,5,13,3,0.257,Low
5,9,2,0,0.6381,Medium
1,12,18,1,0.7605,High
11,6,8,0,0.4098,Medium
15,11,14,3,0.6856,High
10,2,20,3,0.747,High
15,8,9,4,0.7071,High
13,12,5,5,0.5271,Medium
15,6,22,5,0.9858,High
2,6,22,6,1.0,High
22,8,20,5,0.6795,High
13,7,11,5,0.5545,Medium
12,5,14,1,0.2426,Low
25,11,7,4,0.4027,Medium
23,9,10,6,0.4169,Medium
4,1,15,1,0.4729,Medium
12,4,18,6,0.5156,Medium
15,10,2,2,1.0,High
13,12,20,6,0.7315,High
2,11,17,4,0.816,High
20,9,7,0,0.3735,Low
16,2,9,6,0.3879,Low
14,3,20,0,0.4375,Medium
21,3,4,2,0.4394,Medium
2,6,21,1,0.8987,High
17,3,23,1,0.5362,Medium
16,3,23,5,0.5288,Medium
4,5,13,4,0.383,Low
11,3,7,6,0.3824,Low
13,5,0,0,0.7505,High
6,3,12,2,0.6268,Medium
17,2,16,3,0.103,Low
1,8,15,2,0.7019,High
9,3,16,4,0.5204,Medium
21,6,7,1,0.5152,Medium
18,11,19,0,0.4071,Medium
11,2,18,4,0.3529,Low
14,1,13,0,0.2596,Low
2,8,17,5,0.8715,High
20,12,3,0,0.4801,Medium
11,3,7,1,0.3822,Low
2,2,16,5,0.6104,Medium
4,2,0,3,0.5653,Medium
13,5,5,1,0.4573,Medium
6,6,0,5,1.0,High
7,11,4,1,0.3058,Low
22,2,8,5,0.3521,Low
20,6,7,4,0.2799,Low
3,1,23,1,0.5973,Medium
4,9,22,5,0.7137,High
21,4,8,0,0.4225,Medium
20,5,7,2,0.2402,Low
3,3,5,1,0.4386,Medium
1,6,20,6,0.9927,High
19,1,18,5,0.3959,Low
21,7,2,3,0.6877,High
13,8,6,0,0.4698,Medium
14,3,15,0,0.3418,Low
22,2,0,2,0.4022,Medium
16,12,9,1,0.3697,Low
4,4,5,0,0.3299,Low
17,8,4,3,0.3227,Low
10,11,16,0,0.7258,High
7,8,20,4,0.4834,Medium
13,12,2,2,0.7409,High
25,11,5,0,0.386,Low
13,8,0,2,0.7699,High
22,2,11,4,0.1886,Low
14,4,15,0,0.3061,Low
6,10,17,5,0.9216,High
16,1,7,3,0.2664,Low
9,11,5,0,0.6728,High
20,7,18,0,0.5857,Medium
16,10,17,3,0.5719,Medium
21,6,8,6,0.5491,Medium
21,11,17,5,0.6404,Medium
12,7,19,1,0.4641,Medium
16,10,17,5,0.6103,Medium
5,12,4,4,0.2952,Low
24,5,10,1,0.2706,Low
11,6,17,3,0.4656,Medium
1,12,0,4,0.7726,High
10,6,2,5,1.0,High
11,6,19,2,0.5074,Medium
15,9,4,0,0.5859,Medium
3,4,15,0,0.4939,Medium
24,2,3,2,0.4461,Medium
15,9,17,5,0.842,High
11,10,17,1,0.55,Medium
9,7,1,3,0.8965,High
2,5,5,2,0.585,Medium
12,6,15,2,0.3444,Low
20,11,2,6,0.6306,Medium
16,7,18,1,0.4107,Medium
24,5,10,5,0.3383,Low
16,5,5,4,0.2782,Low
21,6,0,6,0.8054,High
1,8,21,4,0.9112,High
16,2,20,0,0.3577,Low
6,11,2,0,0.9953,High
14,10,7,0,0.4159,Medium
25,9,2,0,0.5712,Medium
25,10,14,0,0.4601,Medium
11,5,20,2,0.43,Medium
1,4,16,1,0.6729,High
20,8,20,0,0.5216,Medium
17,4,17,5,0.5505,Medium
23,2,3,0,0.4882,Medium
19,5,18,1,0.3813,Low
2,5,8,1,0.6799,High
14,4,13,4,0.2458,Low
8,3,15,5,0.5064,Medium
25,11,20,6,0.6264,Medium
23,5,23,4,0.5156,Medium
22,9,16,4,0.2865,Low
6,9,21,4,0.891,High
9,9,6,5,0.6981,High
5,6,19,4,0.6252,Medium
5,8,6,2,0.4196,Medium
18,1,5,1,0.2635,Low
22,1,5,6,0.2846,Low
14,7,12,5,0.4959,Medium
12,12,2,1,0.54,Medium
12,5,2,0,0.6028,Medium
22,2,13,1,0.2292,Low
6,4,1,3,0.836,High
4,4,2,4,0.6849,High
15,6,6,3,0.7276,High
23,8,1,3,0.6644,High
15,3,20,0,0.7739,High
25,12,3,3,0.4259,Medium
17,12,3,2,0.4969,Medium
3,7,6,6,0.5954,Medium
10,2,0,5,0.889,High
25,9,12,6,0.3459,Low
21,12,16,3,0.4365,Medium
22,7,6,4,0.3523,Low
8,1,19,5,0.5523,Medium
9,4,16,0,0.6791,High
24,2,11,2,0.221,Low
3,10,17,2,0.6211,Medium
1,5,3,5,0.9819,High
11,9,20,0,0.455,Medium
13,3,22,3,0.6877,High
12,5,12,1,0.1716,Low
21,11,9,4,0.5246,Medium
7,10,1,3,0.569,Medium
2,2,3,4,0.7106,High
1,4,4,4,0.5158,Medium
20,2,3,3,0.4275,Medium
3,8,11,6,0.5939,Medium
4,7,13,3,0.4963,Medium
17,7,9,2,0.453,Medium
18,7,15,0,0.4352,Medium
17,9,6,4,0.1977,Low
19,2,1,3,0.5193,Medium
4,6,21,6,0.6999,High
17,12,18,2,0.391,Low
22,4,19,5,0.5316,Medium
2,12,23,6,1.0,High
10,10,13,6,0.6911,High
12,11,15,0,0.378,Low
13,6,10,3,0.5325,Medium
11,9,5,5,0.3602,Low
21,11,9,6,0.6193,Medium
8,1,6,6,0.4447,Medium
20,2,13,1,0.1521,Low
5,6,12,2,0.4871,Medium
25,12,2,2,0.5185,Medium
2,12,14,4,0.6536,High
12,7,16,4,0.3476,Low
2,3,0,2,0.8444,High
6,1,4,5,0.6332,Medium
22,7,19,3,0.6247,Medium
19,12,4,0,0.2578,Low
12,2,16,5,0.1724,Low
25,12,21,1,0.3925,Low
13,6,15,3,0.4593,Medium
17,4,19,6,0.5098,Medium
12,10,0,1,0.5441,Medium
3,4,4,2,0.4504,Medium
24,9,19,4,0.3652,Low
8,7,1,3,0.7476,High
16,1,4,1,0.2299,Low
4,4,17,6,0.6806,High
24,10,18,4,0.4447,Medium
13,6,5,3,0.465,Medium
8,2,16,0,0.308,Low
1,4,22,1,0.9117,High
3,2,10,3,0.2842,Low
1,1,14,4,0.5128,Medium
15,1,1,2,0.7844,High
18,9,11,6,0.2305,Low
20,11,23,0,0.6341,Medium
3,9,18,5,0.6814,High
15,4,15,4,0.6197,Medium
22,8,11,5,0.3455,Low
5,12,0,1,0.6877,High
21,10,19,5,0.8594,High
10,11,21,1,0.8732,High
7,7,13,6,0.3339,Low
23,5,6,3,0.2735,Low
25,10,7,5,0.4937,Medium
8,2,12,1,0.381,Low
3,9,11,0,0.3096,Low
18,7,6,5,0.45,Medium
17,4,1,3,0.5447,Medium
16,10,20,3,0.5841,Medium
22,2,2,4,0.3962,Low
13,2,7,1,0.384,Low
4,3,3,4,0.7028,High
3,6,12,0,0.4196,Medium
11,1,6,1,0.1969,Low
2,5,11,5,0.6531,High
18,10,3,5,0.6316,Medium
4,3,4,1,0.3001,Low
17,7,13,6,0.3924,Low
6,7,14,5,0.8508,High
10,10,7,5,0.9071,High
11,12,6,1,0.3112,Low
5,5,7,3,0.5341,Medium
25,9,14,5,0.3778,Low
18,11,4,6,0.3743,Low
25,10,0,2,0.6145,Medium
25,8,11,2,0.3446,Low
10,9,10,1,0.5008,Medium
9,11,3,0,0.9096,High
16,6,16,4,0.4114,Medium
10,8,3,3,0.9651,High
10,10,2,5,1.0,High
4,2,21,2,0.4607,Medium
21,5,21,5,0.7037,High
24,8,5,4,0.394,Low
14,2,17,0,0.2553,Low
8,2,22,1,0.6086,Medium
1,3,20,3,0.7766,High
16,2,23,0,0.4135,Medium
17,4,20,2,0.4831,Medium
10,4,3,1,0.8117,High
6,1,14,4,0.5856,Medium
7,6,12,5,0.3261,Low
18,12,20,1,0.3473,Low
2,7,19,2,0.8203,High
21,7,19,3,0.7231,High
9,12,20,4,0.6971,High
5,5,21,0,0.5703,Medium
8,4,12,6,0.4719,Medium
24,2,20,5,0.4404,Medium
5,5,3,2,0.5968,Medium
24,4,23,2,0.5256,Medium
15,8,2,4,1.0,High
8,10,8,1,0.6502,High
5,1,4,3,0.2546,Low
5,7,4,1,0.5469,Medium
20,5,17,6,0.523,Medium
17,10,0,4,0.6209,Medium
9,5,12,6,0.6993,High
2,1,0,4,0.9279,High
1,9,16,2,0.5801,Medium
22,7,7,6,0.342,Low
21,2,4,3,0.3861,Low
11,11,1,2,0.543,Medium
15,5,11,2,0.5044,Medium
1,8,9,2,0.7553,High
7,11,11,5,0.3987,Low
23,7,14,0,0.2976,Low
19,2,15,5,0.2164,Low
24,7,22,6,0.697,High
15,6,7,2,0.8168,High
6,12,20,3,0.6442,Medium
20,8,4,1,0.4023,Medium
10,9,3,4,0.9501,High
12,7,22,5,0.6612,High
13,8,15,6,0.4811,Medium
15,12,7,2,0.6158,Medium
19,10,8,4,0.3096,Low
17,7,21,2,0.4332,Medium
13,7,1,0,0.7553,High
2,1,17,0,0.6824,High
18,5,14,2,0.305,Low
11,10,18,4,0.4977,Medium
5,5,4,2,0.3872,Low
4,4,7,1,0.4601,Medium
2,1,7,2,0.5289,Medium
16,7,16,4,0.3355,Low
25,8,4,2,0.3701,Low
7,5,7,4,0.3055,Low
8,4,9,2,0.5237,Medium
8,12,2,2,0.6718,High
2,9,2,0,0.9554,High
15,3,5,3,0.568,Medium
5,3,3,2,0.6487,Medium
19,4,15,4,0.1654,Low
10,7,14,3,0.755,High
9,2,7,3,0.5482,Medium
25,8,6,1,0.4406,Medium
22,2,16,1,0.0884,Low
20,4,14,2,0.2288,Low
8,2,23,4,0.6875,High
5,9,4,2,0.4731,Medium
19,4,5,4,0.1149,Low
13,5,22,5,0.7635,High
14,9,4,3,0.2162,Low
8,2,7,0,0.4478,Medium
16,4,6,2,0.243,Low
22,6,23,3,0.6436,Medium
5,1,2,2,0.5192,Medium
1,1,19,6,0.7575,High
19,7,17,4,0.5193,Medium
23,6,0,2,0.5444,Medium
19,4,18,0,0.401,Medium
17,5,23,6,0.6832,High
24,5,7,2,0.3451,Low
23,9,0,3,0.4097,Medium
21,5,14,5,0.476,Medium
10,2,23,3,0.8522,High
5,7,14,6,0.5404,Medium
22,10,2,3,0.6336,Medium
7,9,14,0,0.3302,Low
16,7,6,0,0.2658,Low
3,8,0,5,0.8465,High
12,10,3,0,0.6165,Medium
14,3,2,1,0.5858,Medium
20,11,1,5,0.6508,High
1,9,9,3,0.6933,High
7,7,9,3,0.4882,Medium
18,10,4,0,0.412,Medium
23,4,19,1,0.3919,Low
22,12,11,5,0.3407,Low
4,10,16,5,0.6775,High
16,7,8,1,0.2628,Low
11,3,12,0,0.1746,Low
18,11,6,6,0.4875,Medium
23,10,21,1,0.5165,Medium
16,7,10,0,0.4157,Medium
7,3,12,6,0.3482,Low
21,2,22,6,0.7085,High
25,1,9,3,0.3174,Low
3,11,16,2,0.525,Medium
25,6,14,3,0.3462,Low
5,3,21,3,0.6519,High
18,10,16,6,0.4434,Medium
25,12,7,4,0.3325,Low
17,11,19,3,0.616,Medium
1,2,5,6,0.5537,Medium
16,11,17,4,0.4101,Medium
15,3,14,1,0.7392,High
13,8,1,0,0.6437,Medium
7,3,12,1,0.3832,Low
3,4,17,5,0.6464,Medium
24,2,12,1,0.1208,Low
23,8,5,2,0.3753,Low
13,6,2,0,0.6898,High
16,9,2,5,0.5532,Medium
23,8,18,2,0.528,Medium
1,4,18,5,0.7885,High
1,8,6,2,0.6473,Medium
16,1,16,2,0.2503,Low
2,11,18,3,0.8114,High
18,9,7,1,0.2605,Low
21,5,13,0,0.3005,Low
25,4,2,3,0.4645,Medium
23,5,7,2,0.2674,Low
18,1,16,6,0.21,Low
5,2,3,2,0.6907,High
5,2,1,5,0.753,High
8,11,23,2,0.7593,High
9,9,14,2,0.586,Medium
24,6,7,4,0.3578,Low
14,3,4,4,0.2752,Low
13,4,2,5,0.7426,High
18,1,9,2,0.1843,Low
4,7,17,4,0.7109,High
18,7,10,0,0.3129,Low
22,8,6,2,0.3588,Low
20,1,6,4,0.145,Low
15,9,4,4,0.5395,Medium
7,2,20,1,0.233,Low
13,1,21,1,0.5117,Medium
2,1,5,0,0.543,Medium
9,8,6,5,0.7091,High
5,3,20,2,0.5662,Medium
1,6,20,1,0.8374,High
19,6,10,2,0.3949,Low
20,11,18,1,0.417,Medium
19,2,3,5,0.5512,Medium
22,2,17,6,0.3687,Low
13,1,1,2,0.5976,Medium
6,9,0,4,0.7122,High
10,1,0,4,0.7413,High
11,6,10,5,0.398,Low
23,12,6,0,0.2621,Low
25,9,15,3,0.2612,Low
16,6,3,4,0.5174,Medium
25,11,12,1,0.4036,Medium
23,6,13,5,0.343,Low
1,4,19,6,0.872,High
19,5,15,2,0.2161,Low
5,1,8,2,0.4497,Medium
6,3,8,0,0.6835,High
6,11,6,4,0.7572,High
5,6,6,3,0.5233,Medium
6,2,10,3,0.5406,Medium
25,1,22,3,0.4567,Medium
13,1,6,6,0.3836,Low
1,1,18,6,0.8093,High
1,10,6,3,0.7452,High
25,10,15,5,0.3508,Low
14,12,20,6,0.4235,Medium
8,1,15,6,0.4918,Medium
9,6,14,4,0.787,High
23,10,1,4,0.5263,Medium
10,4,6,3,0.5659,Medium
6,4,14,2,0.5548,Medium
9,4,0,6,0.8797,High
18,8,20,2,0.559,Medium
15,7,6,5,0.8464,High
4,5,15,2,0.4388,Medium
2,7,12,1,0.7937,High
6,8,22,4,1.0,High
17,10,4,2,0.325,Low
7,8,6,6,0.5999,Medium
23,11,7,4,0.3971,Low
23,7,10,3,0.3489,Low
20,7,9,4,0.4996,Medium
15,9,14,3,0.6064,Medium
24,11,12,5,0.4057,Medium
21,5,20,0,0.6002,Medium
2,8,21,4,0.8838,High
21,2,6,1,0.3525,Low
12,12,22,4,0.4997,Medium
10,8,20,6,0.8652,High
25,1,1,4,0.4371,Medium
17,9,5,2,0.3128,Low
18,1,12,6,0.2695,Low
16,8,20,0,0.6417,Medium
10,3,5,2,0.5869,Medium
8,4,11,3,0.3276,Low
21,11,11,0,0.4773,Medium
25,10,14,0,0.3325,Low
22,7,11,5,0.4859,Medium
13,10,2,6,0.8184,High
16,3,0,0,0.5438,Medium
8,9,11,4,0.4794,Medium
12,3,9,2,0.4366,Medium
17,8,0,3,0.5137,Medium
16,8,9,4,0.4508,Medium
9,3,19,6,0.8318,High
25,3,11,1,0.267,Low
19,10,14,1,0.3276,Low
17,5,7,1,0.2346,Low
24,8,5,6,0.3718,Low
8,6,15,2,0.4613,Medium
12,5,7,6,0.4581,Medium
9,5,23,4,0.9896,High
6,11,1,0,0.9529,High
25,12,2,4,0.5793,Medium
10,6,1,4,0.8527,High
9,8,3,0,0.9707,High
4,6,16,6,0.5223,Medium
11,7,19,1,0.4984,Medium
21,9,18,5,0.7031,High
22,7,19,0,0.5279,Medium
6,9,18,1,0.7464,High
18,10,4,4,0.3863,Low
4,1,3,5,0.7789,High
12,3,10,5,0.3676,Low
9,6,8,1,0.7152,High
15,3,20,0,0.6912,High
23,11,4,6,0.4725,Medium
9,2,1,3,0.7568,High
6,5,19,1,0.7734,High
11,1,3,2,0.5187,Medium
7,5,4,6,0.315,Low
25,11,20,4,0.5693,Medium
14,8,12,0,0.3197,Low
16,9,3,6,0.5357,Medium
15,10,9,0,0.725,High
20,6,12,3,0.3755,Low
9,4,11,1,0.5646,Medium
19,3,11,4,0.2688,Low
12,8,1,4,0.7248,High
11,12,22,1,0.5876,Medium
8,2,13,4,0.3089,Low
3,8,9,6,0.732,High
19,7,14,6,0.4676,Medium
3,2,1,2,0.6579,High
25,2,15,1,0.2279,Low
3,2,6,2,0.3421,Low
6,1,8,5,0.765,High
11,7,14,2,0.3914,Low
20,8,23,0,0.6591,High
14,7,8,4,0.3767,Low
2,4,13,4,0.6183,Medium
12,11,7,5,0.4319,Medium
16,12,11,6,0.3598,Low
3,9,1,3,0.6913,High
21,2,8,6,0.4931,Medium
16,5,6,4,0.2711,Low
10,2,19,5,0.7701,High
20,3,22,6,0.6509,High
5,2,14,1,0.395,Low
13,8,0,6,0.9137,High
12,10,3,2,0.6133,Medium
1,6,15,1,0.6167,Medium
20,5,8,4,0.397,Low
11,5,11,6,0.2986,Low
19,9,9,1,0.3349,Low
15,2,3,4,0.8679,High
18,1,22,3,0.5606,Medium
16,6,14,5,0.3942,Low
7,8,17,3,0.5086,Medium
10,8,13,5,0.6494,Medium
25,6,2,5,0.6897,High
16,3,23,5,0.5549,Medium
17,3,13,6,0.3678,Low
7,2,0,4,0.385,Low
11,2,18,1,0.3743,Low
17,2,23,6,0.5562,Medium
5,7,11,2,0.5917,Medium
1,10,15,4,0.583,Medium
3,9,21,3,0.6457,Medium
16,10,8,5,0.3792,Low
24,11,20,5,0.4987,Medium
15,7,8,0,0.6685,High
4,12,12,4,0.5152,Medium
12,8,14,6,0.3895,Low
1,12,11,6,0.7111,High
17,12,23,0,0.4711,Medium
24,5,15,0,0.3161,Low
15,2,9,2,0.6639,High
24,8,16,3,0.4235,Medium
20,5,7,5,0.4183,Medium
20,9,23,4,0.5398,Medium
10,6,12,0,0.6687,High
11,7,9,3,0.4777,Medium
18,1,14,5,0.2898,Low
2,8,14,3,0.7919,High
6,7,9,3,0.6788,High
16,7,2,3,0.5219,Medium
24,7,8,3,0.4259,Medium
7,7,7,3,0.439,Medium
23,11,9,1,0.3617,Low
19,1,6,1,0.2649,Low
12,12,1,3,0.4551,Medium
18,9,0,1,0.5182,Medium
10,7,4,4,0.7504,High
7,7,16,2,0.4284,Medium
4,11,15,5,0.565,Medium
17,12,19,6,0.3986,Low
17,1,3,1,0.4606,Medium
4,6,13,1,0.5272,Medium
21,10,1,0,0.7904,High
5,8,3,2,0.7828,High
1,5,14,3,0.6335,Medium
19,12,0,6,0.6886,High
22,12,17,3,0.5131,Medium
23,1,7,3,0.1671,Low
11,5,19,4,0.4265,Medium
1,2,15,0,0.4661,Medium
8,2,15,5,0.2871,Low
4,4,3,2,0.6276,Medium
25,12,12,1,0.2646,Low
22,11,7,0,0.3428,Low
15,4,23,5,0.8296,High
17,10,16,1,0.2941,Low
18,7,7,6,0.5591,Medium
3,9,8,4,0.5065,Medium
18,11,19,6,0.5698,Medium
7,12,13,0,0.2686,Low
17,2,23,6,0.5224,Medium
25,8,9,0,0.4003,Medium
18,8,20,1,0.5387,Medium
20,11,16,5,0.5729,Medium
8,8,6,0,0.3681,Low
11,9,17,2,0.335,Low
3,9,13,1,0.4462,Medium
25,10,4,3,0.3396,Low
7,7,12,4,0.359,Low
15,5,0,1,0.746,High
10,7,20,3,0.7729,High
12,7,10,1,0.3572,Low
12,10,5,5,0.3851,Low
19,10,14,4,0.3182,Low
19,7,13,3,0.285,Low
15,8,8,1,0.7368,High
21,2,13,1,0.275,Low
21,4,9,2,0.3955,Low
5,12,18,4,0.6027,Medium
13,9,2,6,0.7459,High
25,4,0,2,0.5614,Medium
9,2,15,2,0.5225,Medium
22,7,5,3,0.3916,Low
23,6,12,4,0.488,Medium
10,4,19,4,0.7209,High
8,8,1,2,0.6968,High
9,6,3,0,0.9851,High
6,8,18,6,0.9247,High
24,4,14,3,0.281,Low
18,2,14,6,0.4123,Medium
10,12,23,2,0.9016,High
24,6,4,4,0.3381,Low
15,9,13,2,0.5827,Medium
13,12,4,5,0.4395,Medium
11,9,10,6,0.2958,Low
2,11,6,5,0.7711,High
8,9,4,1,0.3667,Low
18,3,6,4,0.3368,Low
3,3,1,2,0.6132,Medium
23,10,16,3,0.3363,Low
25,3,9,2,0.4032,Medium
3,5,22,0,0.6305,Medium
21,5,20,2,0.592,Medium
25,5,22,6,0.5914,Medium
7,8,16,6,0.335,Low
18,10,22,3,0.6163,Medium
21,12,0,5,0.7358,High
21,8,18,4,0.716,High
9,8,2,0,1.0,High
18,9,2,2,0.5964,Medium
1,10,4,2,0.6987,High
4,6,14,6,0.5424,Medium
4,2,17,0,0.4303,Medium
17,9,0,0,0.5205,Medium
23,6,5,4,0.4832,Medium
2,1,9,6,0.6015,Medium
15,12,11,0,0.6548,High
13,12,3,1,0.7713,High
9,5,16,6,0.73,High
7,7,6,4,0.4333,Medium
12,12,5,4,0.3483,Low
12,12,19,2,0.4063,Medium
14,1,22,3,0.458,Medium
23,7,11,6,0.4959,Medium
15,11,22,1,0.9509,High
1,5,7,3,0.6396,Medium
9,5,8,5,0.7777,High
16,2,16,6,0.3063,Low
9,12,15,6,0.6785,High
16,4,2,5,0.6163,Medium
2,9,21,4,0.6879,High
10,12,20,1,0.6894,High
25,2,9,6,0.3118,Low
18,9,10,2,0.2307,Low
13,8,14,6,0.5554,Medium
2,4,17,3,0.8697,High
13,12,3,2,0.6178,Medium
24,2,12,6,0.1965,Low
3,6,4,1,0.463,Medium
15,7,5,0,0.8136,High
3,2,9,1,0.4096,Medium
23,8,18,1,0.4937,Medium
10,9,17,2,0.7905,High
6,5,11,2,0.5724,Medium
23,6,23,3,0.5086,Medium
22,6,15,6,0.4118,Medium
14,10,8,6,0.4969,Medium
9,2,12,0,0.6009,Medium
18,11,17,1,0.5352,Medium
8,1,11,0,0.2874,Low
6,11,18,0,0.7876,High
15,5,5,4,0.5974,Medium
14,6,20,0,0.4566,Medium
15,12,23,0,0.8651,High
20,1,20,2,0.241,Low
6,8,16,0,0.6605,High
22,5,5,4,0.335,Low
12,5,22,1,0.5186,Medium
10,8,1,0,0.9575,High
19,8,5,3,0.4244,Medium
8,9,16,3,0.4154,Medium
5,11,18,0,0.6891,High
10,4,17,1,0.8034,High
11,3,22,5,0.6739,High
20,10,10,3,0.2661,Low
14,11,2,5,0.7337,High
14,2,18,3,0.2672,Low
2,1,8,6,0.6326,Medium
17,10,12,2,0.3292,Low
15,5,7,3,0.7041,High
23,6,2,6,0.7101,High
3,8,5,3,0.5931,Medium
3,6,19,0,0.7051,High
3,2,21,0,0.485,Medium
3,8,23,1,0.8204,High
18,5,20,1,0.3679,Low
6,3,15,3,0.6202,Medium
14,6,13,1,0.3516,Low
3,12,3,1,0.6793,High
1,6,9,5,0.8829,High
10,3,1,4,1.0,High
13,7,0,5,0.9017,High
9,7,16,2,0.6886,High
22,7,10,6,0.4035,Medium
22,8,8,2,0.3661,Low
25,11,9,4,0.3253,Low
2,7,10,6,0.9145,High
10,4,14,6,0.7337,High
25,5,1,4,0.487,Medium
12,4,16,1,0.3488,Low
19,2,10,6,0.3096,Low
3,7,10,3,0.5829,Medium
19,3,5,5,0.3447,Low
1,1,4,4,0.5682,Medium
15,1,17,6,0.696,High
23,9,13,1,0.2445,Low
13,11,4,0,0.378,Low
7,3,15,2,0.2351,Low
2,7,13,5,0.7895,High
22,9,17,4,0.5145,Medium
20,7,1,6,0.6942,High
11,11,6,6,0.3117,Low
23,8,7,4,0.4536,Medium
16,6,10,4,0.2884,Low
14,11,20,6,0.5301,Medium
23,3,20,2,0.347,Low
15,1,23,4,0.8233,High
20,10,16,1,0.4035,Medium
19,8,4,2,0.4126,Medium
7,6,10,2,0.4216,Medium
9,2,11,3,0.5252,Medium
4,12,3,4,0.6381,Medium
6,10,19,1,0.9461,High
23,8,22,5,0.7149,High
10,4,1,4,0.9025,High
3,10,17,1,0.5899,Medium
21,9,23,0,0.6211,Medium
1,12,3,4,0.9151,High
6,9,20,2,0.8008,High
5,9,16,3,0.4016,Medium
23,4,19,4,0.3947,Low
15,6,21,2,0.8558,High
25,4,22,2,0.4377,Medium
11,10,11,3,0.257,Low
20,10,12,0,0.4279,Medium
25,5,11,6,0.2929,Low
13,7,5,0,0.4921,Medium
6,7,1,2,0.9304,High
5,10,15,6,0.501,Medium
2,6,12,0,0.7075,High
17,12,22,4,0.5459,Medium
24,10,3,1,0.6165,Medium
12,4,15,6,0.4418,Medium
12,12,22,0,0.4444,Medium
22,5,14,6,0.3296,Low
14,5,12,1,0.1868,Low
7,9,9,1,0.2962,Low
22,11,17,2,0.4467,Medium
14,6,2,0,0.6893,High
7,4,20,6,0.4536,Medium
9,6,3,1,0.9011,High
14,7,20,0,0.5077,Medium
21,7,15,2,0.4775,Medium
17,10,3,4,0.6245,Medium
17,3,18,2,0.4151,Medium
25,6,20,1,0.5052,Medium
21,11,2,2,0.7886,High
13,7,6,6,0.5224,Medium
18,1,20,0,0.3798,Low
19,4,4,4,0.3053,Low
17,7,20,4,0.4941,Medium
6,12,20,4,0.8232,High
12,10,12,4,0.3835,Low
6,1,0,5,0.8222,High
3,8,2,5,0.6752,High
15,6,15,6,0.7797,High
3,6,0,4,0.7822,High
23,3,5,5,0.3361,Low
15,6,17,3,0.8864,High
1,4,20,6,0.8576,High
21,9,8,2,0.4131,Medium
3,4,21,0,0.4826,Medium
5,6,22,4,0.6971,High
14,11,5,1,0.3654,Low
4,6,15,3,0.5586,Medium
22,11,22,4,0.5691,Medium
9,1,2,2,0.7244,High
18,4,19,1,0.3007,Low
10,9,18,5,0.925,High
8,11,21,4,0.6118,Medium
13,10,20,1,0.7411,High
2,6,14,2,0.8103,High
20,12,16,3,0.3128,Low
25,4,9,6,0.3431,Low
20,7,22,4,0.5391,Medium
7,10,14,5,0.3628,Low
11,7,17,4,0.5391,Medium
5,5,14,0,0.3995,Low
18,4,14,2,0.3799,Low
8,4,4,6,0.4837,Medium
10,7,8,0,0.8086,High
2,6,19,3,0.8372,High
3,4,21,6,0.7375,High
23,3,19,5,0.4381,Medium
5,2,22,5,0.6844,High
